"Price","Distance","Type","BuildingArea","Bathroom","Rooms","Car","Landsize","YearBuilt","Propertycount","Date","SaleYear","AgeWhenSold"
1400000,6.7,"h",165,2,4,2,426,1930,11204,"29/07/2017",2017,87
996000,6.7,"h",97,1,2,1,476,1930,11204,"29/07/2017",2017,87
1011000,6.7,"h",145,2,4,2,500,1930,3445,"29/07/2017",2017,87
830000,6.7,"t",142,2,3,2,275,2008,3445,"29/07/2017",2017,9
510000,20.6,"h",83,2,4,1,336,2014,15510,"29/07/2017",2017,3
590000,20.6,"h",200.71,2,4,2,512,2007,15510,"29/07/2017",2017,10
390000,20.6,"h",109,1,3,1,301,2001,15510,"29/07/2017",2017,16
5e+05,34.7,"h",149,2,4,0,579,1990,6464,"29/07/2017",2017,27
1420000,12.4,"h",130,1,3,2,721,1965,9028,"29/07/2017",2017,52
1460000,14.3,"h",117,1,3,2,660,1965,10999,"29/07/2017",2017,52
450000,28.8,"h",85,1,3,0,585,1960,3533,"29/07/2017",2017,57
834500,7.2,"u",92,1,2,2,538,2005,4898,"29/07/2017",2017,12
920000,18,"h",209,3,4,2,1503,1980,2346,"29/07/2017",2017,37
930000,7.2,"u",80,1,2,1,837,1930,8989,"29/07/2017",2017,87
720000,7.2,"u",90,1,2,2,797,1920,8989,"29/07/2017",2017,97
1035000,7.2,"t",111,2,3,2,0,2010,8989,"29/07/2017",2017,7
715000,7.2,"u",80,1,2,1,795,2005,8989,"29/07/2017",2017,12
655000,36.9,"h",81.79,1,2,0,1000,1980,2259,"29/07/2017",2017,37
630000,28.5,"h",128,2,3,2,581,1985,8443,"29/07/2017",2017,32
676000,28.5,"h",114,2,3,3,810,1980,8443,"29/07/2017",2017,37
658000,19.6,"h",200,2,4,2,571,1997,10926,"29/07/2017",2017,20
5e+05,19.6,"h",130,2,3,2,321,2011,10926,"29/07/2017",2017,6
560000,19.6,"h",147,2,3,1,390,2007,10926,"29/07/2017",2017,10
503000,19.6,"u",115,2,2,2,214,2000,10926,"29/07/2017",2017,17
1800000,5.7,"h",112,1,3,2,697,1925,2970,"29/07/2017",2017,92
861000,24.8,"h",162,2,3,1,720,1960,10788,"29/07/2017",2017,57
890000,24.8,"h",177,2,4,2,659,1992,10788,"29/07/2017",2017,25
370000,5.1,"u",60,1,2,1,0,1960,7570,"29/07/2017",2017,57
680000,38,"h",210,2,4,3,767,1980,17055,"29/07/2017",2017,37
570000,36.9,"h",104,1,3,4,632,1960,2500,"29/07/2017",2017,57
945000,38,"h",265,2,4,2,694,2009,7566,"29/07/2017",2017,8
450000,10.1,"u",77,1,2,1,0,2010,2403,"29/07/2017",2017,7
955000,7.3,"t",1,1,2,1,197,1970,10412,"29/07/2017",2017,47
820000,11.2,"h",135,1,3,4,650,1950,8870,"29/07/2017",2017,67
680000,11.2,"h",104,1,3,1,422,1960,8870,"29/07/2017",2017,57
770000,16.1,"h",169,2,4,2,789,1975,8524,"29/07/2017",2017,42
9e+05,16.1,"h",190,3,4,1,807,1975,8524,"29/07/2017",2017,42
835000,8.9,"t",135,2,3,2,161,2010,2890,"29/07/2017",2017,7
1200000,16,"t",125,1,3,2,269,2000,4794,"29/07/2017",2017,17
1030000,16,"t",180,2,3,2,240,2006,4794,"29/07/2017",2017,11
1200000,16,"t",183,2,4,2,304,2007,4794,"29/07/2017",2017,10
1150000,16,"h",100,1,2,2,591,1950,4794,"29/07/2017",2017,67
618350,18,"h",221,2,4,2,542,2009,5556,"29/07/2017",2017,8
540000,18.4,"h",200,2,3,2,580,1990,13830,"29/07/2017",2017,27
2530000,7.8,"h",306,2,4,0,637,1936,5549,"29/07/2017",2017,81
750000,10.4,"h",222,2,3,2,761,1980,1119,"29/07/2017",2017,37
765000,10.4,"h",178,3,5,4,650,1970,1119,"29/07/2017",2017,47
1405000,5.4,"t",129,2,3,2,325,1980,10331,"29/07/2017",2017,37
3015000,5.4,"h",276,2,4,2,813,1970,10331,"29/07/2017",2017,47
745000,25.2,"h",108,1,3,4,540,1980,8459,"29/07/2017",2017,37
375000,31.7,"h",131,2,3,1,637,1980,3553,"29/07/2017",2017,37
444000,16.3,"u",100,1,2,1,277,1980,8279,"29/07/2017",2017,37
544000,16.3,"h",129,1,3,2,534,1960,8279,"29/07/2017",2017,57
580500,16.3,"h",934,1,3,1,532,1980,8279,"29/07/2017",2017,37
670000,6.4,"t",128,2,3,2,159,2016,3873,"29/07/2017",2017,1
821000,6.4,"t",151,3,4,2,294,2014,3873,"29/07/2017",2017,3
360000,17.4,"t",108,1,3,1,154,2008,4704,"29/07/2017",2017,9
510000,17.4,"h",101,1,3,1,670,1960,4704,"29/07/2017",2017,57
565000,0,"u",85,1,2,0,89,2003,17496,"29/07/2017",2017,14
385000,29.8,"h",124,1,3,2,670,1975,4718,"29/07/2017",2017,42
427500,31.7,"h",129.92,1,4,2,865,1980,6065,"29/07/2017",2017,37
668000,17.9,"h",196,2,3,1,555,1990,10529,"29/07/2017",2017,27
650000,17.9,"h",141,2,3,1,661,1990,10529,"29/07/2017",2017,27
1400000,6.2,"h",200,2,4,1,375,1930,6232,"29/07/2017",2017,87
696000,26.5,"h",120,1,3,2,886,1960,8280,"29/07/2017",2017,57
1406000,14.2,"h",133,2,3,2,660,1960,13366,"29/07/2017",2017,57
9e+06,18.8,"h",117,1,3,1,744,1960,7113,"29/07/2017",2017,57
1001000,18.8,"h",168,1,3,2,727,1970,7113,"29/07/2017",2017,47
540000,10.1,"u",67,1,2,1,80,1970,4442,"29/07/2017",2017,47
910000,10.1,"u",106,1,2,2,402,1970,4442,"29/07/2017",2017,47
295000,10.1,"u",45,1,1,1,0,1970,4442,"29/07/2017",2017,47
582000,6.2,"u",86,1,2,1,963,2012,5498,"29/07/2017",2017,5
695000,22.7,"h",142,1,3,1,671,1950,11806,"29/07/2017",2017,67
1515000,5.3,"h",161,1,4,2,318,1920,11364,"29/07/2017",2017,97
813000,15.4,"u",134,2,3,2,266,2001,4973,"29/07/2017",2017,16
545000,11.2,"t",80,1,2,1,0,2013,2651,"29/07/2017",2017,4
1300000,11.2,"h",175,2,4,2,866,1960,2651,"29/07/2017",2017,57
1260000,11.2,"h",204,2,4,2,656,1960,2651,"29/07/2017",2017,57
940000,8.5,"h",109,1,3,1,559,1955,7485,"29/07/2017",2017,62
620000,14.7,"h",238,2,4,2,448,2011,15542,"29/07/2017",2017,6
1722500,3.5,"h",75,1,2,0,101,1900,8648,"29/07/2017",2017,117
1485000,8.4,"h",202,1,4,2,509,1920,14577,"29/07/2017",2017,97
672000,12,"t",120,1,2,1,243,2012,21650,"29/07/2017",2017,5
330000,2.4,"u",43.7,1,1,1,0,1970,14949,"29/07/2017",2017,47
1400000,21.3,"h",97,2,3,4,941,1950,4407,"29/07/2017",2017,67
558500,7.2,"u",63,1,2,1,1453,1970,821,"29/07/2017",2017,47
460000,20.6,"h",153,2,3,3,266,2000,5833,"29/07/2017",2017,17
490000,20.6,"h",143,2,3,2,400,1996,5833,"29/07/2017",2017,21
1660000,15.2,"h",235,2,4,2,390,2004,4497,"29/07/2017",2017,13
1235000,15.2,"h",165,2,4,2,404,1925,4497,"29/07/2017",2017,92
870000,35.4,"h",160,2,4,2,771,1965,8077,"29/07/2017",2017,52
880000,35.4,"h",199,2,4,2,535,1970,8077,"29/07/2017",2017,47
945000,5.1,"h",65,1,2,1,126,1890,2417,"29/07/2017",2017,127
730000,6.2,"t",135,2,3,2,340,2000,984,"29/07/2017",2017,17
980000,1.9,"h",112,1,2,0,64,2000,5943,"29/07/2017",2017,17
570000,2.7,"u",64,1,2,1,0,1965,14887,"29/07/2017",2017,52
6e+05,5,"u",82,1,2,1,0,1930,13240,"29/07/2017",2017,87
360000,31.7,"u",112,1,2,1,143,1999,14092,"29/07/2017",2017,18
475000,31.7,"h",131,1,3,4,754,1985,14092,"29/07/2017",2017,32
495000,31.7,"h",150,2,3,2,563,1994,14092,"29/07/2017",2017,23
695000,10.5,"h",113.6,1,3,0,694,1950,6763,"29/07/2017",2017,67
760000,10.5,"h",100,1,3,2,1143,1980,6763,"29/07/2017",2017,37
583500,10.5,"h",110,1,3,1,672,1970,6763,"29/07/2017",2017,47
585000,18,"h",232,2,3,2,662,2004,3640,"29/07/2017",2017,13
1245000,12.4,"h",135,2,3,2,779,1970,5420,"29/07/2017",2017,47
2e+06,12.4,"h",235,3,6,2,1054,1970,5420,"29/07/2017",2017,47
407000,15.3,"u",78,1,2,1,140,2010,7955,"29/07/2017",2017,7
891000,7,"h",140,2,3,2,199,1999,8870,"29/07/2017",2017,18
615500,12.9,"h",118,2,3,1,238,2011,3296,"29/07/2017",2017,6
3e+05,12.9,"u",66.32,1,2,1,0,1980,3296,"29/07/2017",2017,37
1310000,14.7,"h",255,3,5,2,818,1985,7082,"29/07/2017",2017,32
645000,14.7,"h",237,2,4,2,555,2002,16166,"29/07/2017",2017,15
482500,14.7,"h",170,2,4,0,533,1980,16166,"29/07/2017",2017,37
394000,14.7,"u",137,2,3,4,287,2013,16166,"29/07/2017",2017,4
821000,16.5,"h",264,3,4,2,544,1997,2474,"29/07/2017",2017,20
635000,16.5,"h",177,2,3,1,691,1975,2474,"29/07/2017",2017,42
601000,35.5,"h",149,2,3,1,972,1996,2170,"29/07/2017",2017,21
1050000,6.8,"h",115,1,3,0,179,1890,6380,"29/07/2017",2017,127
385000,6.8,"u",35.64,1,1,1,0,1967,6380,"29/07/2017",2017,50
560000,4.6,"u",61.6,1,2,1,0,2012,4380,"29/07/2017",2017,5
2450000,6.3,"h",388.5,3,6,2,1087,1920,6543,"29/07/2017",2017,97
1436000,7.5,"h",187,3,4,3,511,1922,1543,"3/09/2017",2017,95
913000,11,"h",148,2,3,3,530,1985,5301,"3/09/2017",2017,32
1070000,9.4,"h",134,1,3,3,693,1950,5132,"3/09/2017",2017,67
5100000,6.3,"h",255,2,4,2,761,1900,4836,"3/09/2017",2017,117
6e+05,6.4,"u",85,1,2,1,2283,1980,2952,"3/09/2017",2017,37
1950000,9.7,"h",0,3,5,2,743,1949,7809,"3/09/2017",2017,68
824000,23.2,"h",112,1,3,2,725,1980,5030,"3/09/2017",2017,37
1470000,13.8,"h",154,2,3,2,616,1960,10969,"3/09/2017",2017,57
975000,35.2,"h",332,3,4,2,675,2005,17093,"3/09/2017",2017,12
1950000,17.3,"h",206,3,4,2,665,1950,2866,"3/09/2017",2017,67
1375000,13.4,"h",150,1,4,3,757,1968,2867,"3/09/2017",2017,49
1820000,10.9,"h",94,1,2,2,701,1940,4605,"3/09/2017",2017,77
2515000,10.3,"h",323,2,4,2,583,1925,6938,"3/09/2017",2017,92
8e+05,5.2,"h",90,1,2,0,140,1890,11918,"3/09/2017",2017,127
680000,12.1,"h",106,1,3,2,532,1977,10175,"3/09/2017",2017,40
814000,12.1,"h",0,1,3,2,542,1970,10175,"3/09/2017",2017,47
715000,12.1,"h",120,1,3,1,541,1960,10175,"3/09/2017",2017,57
692500,7.7,"u",72,1,2,1,145,1970,8920,"3/09/2017",2017,47
1520000,3.5,"h",106,1,2,1,193,1900,3106,"3/09/2017",2017,117
1609000,8.4,"h",155,2,4,2,664,1900,608,"3/09/2017",2017,117
1295000,17.9,"h",195,2,3,2,657,1958,9758,"3/09/2017",2017,59
575000,17.5,"u",89,1,2,2,914,1970,4734,"3/09/2017",2017,47
1210000,6.7,"h",141,1,3,4,460,1920,11204,"3/09/2017",2017,97
631000,6.7,"t",103,2,2,1,1965,2000,11204,"3/09/2017",2017,17
457000,17.4,"h",118,1,3,2,551,1975,1124,"3/09/2017",2017,42
730000,23,"h",184,2,4,2,655,1965,11925,"3/09/2017",2017,52
790000,23,"h",131,2,3,2,659,1987,1705,"3/09/2017",2017,30
857000,23,"h",250,2,3,1,1007,1980,2985,"3/09/2017",2017,37
477000,14,"h",97,1,3,1,627,1960,2246,"3/09/2017",2017,57
510000,24.7,"h",125,2,3,1,673,1995,10894,"3/09/2017",2017,22
950000,21.8,"h",235,2,4,2,879,1995,4258,"3/09/2017",2017,22
1375000,12.4,"h",218,2,4,3,652,1970,9028,"3/09/2017",2017,47
1175000,14.3,"t",235,2,4,2,723,2009,10999,"3/09/2017",2017,8
1381000,14.3,"h",170,2,3,1,646,1975,10999,"3/09/2017",2017,42
1185000,7.5,"t",168,3,4,1,205,2010,9264,"3/09/2017",2017,7
2100000,7.5,"h",256,2,4,3,920,1990,9264,"3/09/2017",2017,27
801000,8.2,"u",125,2,3,1,256,2000,1308,"3/09/2017",2017,17
1492000,5.7,"h",117,2,3,1,292,1930,2970,"3/09/2017",2017,87
515000,13.1,"t",84,1,2,2,177,2013,5070,"3/09/2017",2017,4
760000,24.8,"h",104,1,3,2,944,1981,10788,"3/09/2017",2017,36
2300000,2.1,"h",163,2,3,1,203,1890,5825,"3/09/2017",2017,127
730000,15.4,"u",296,1,2,1,296,1998,4385,"3/09/2017",2017,19
695000,38,"h",109,1,4,3,713,1950,17055,"3/09/2017",2017,67
1155000,38,"h",242,2,3,2,2405,1980,7566,"3/09/2017",2017,37
1905000,38,"h",180,2,4,2,1471,1960,7566,"3/09/2017",2017,57
670000,12.9,"h",156,2,4,3,213,1970,3285,"3/09/2017",2017,47
1300000,7.3,"h",170,2,3,2,400,1900,10412,"3/09/2017",2017,117
835000,11.2,"h",122,1,4,3,649,1960,8870,"3/09/2017",2017,57
830000,11.2,"h",110,1,3,2,655,1960,8870,"3/09/2017",2017,57
780000,11.2,"h",116,1,3,3,618,1960,8870,"3/09/2017",2017,57
635000,12.9,"h",4,2,4,2,2679,2005,1071,"3/09/2017",2017,12
797000,20.4,"h",195,2,4,2,1057,1995,4864,"3/09/2017",2017,22
1900000,13.8,"h",228,3,4,2,699,1985,5454,"3/09/2017",2017,32
750000,14,"h",207,2,5,4,647,1983,1202,"3/09/2017",2017,34
1690000,5.4,"h",168,2,4,4,350,1900,10331,"3/09/2017",2017,117
722000,6.4,"t",125,2,3,2,147,2015,3873,"3/09/2017",2017,2
983000,4.3,"h",185,2,3,2,359,2008,4918,"3/09/2017",2017,9
482000,17.4,"h",140,2,3,2,452,1992,4704,"3/09/2017",2017,25
430000,31.7,"h",103,1,3,2,583,1980,3600,"3/09/2017",2017,37
438000,31.7,"h",172,2,3,2,575,2016,6065,"3/09/2017",2017,1
9e+05,20,"h",216,2,4,2,530,1980,6162,"3/09/2017",2017,37
960500,20,"h",132,2,3,2,535,1985,6162,"3/09/2017",2017,32
840000,20,"t",154,2,3,2,163,2012,6162,"3/09/2017",2017,5
1210000,6.2,"h",114,2,3,0,411,1915,6232,"3/09/2017",2017,102
650000,18.8,"t",129,2,3,1,145,2015,7113,"3/09/2017",2017,2
1105000,18.8,"h",224,3,4,2,650,1985,7113,"3/09/2017",2017,32
940000,6.2,"t",196,2,4,2,510,2016,5498,"3/09/2017",2017,1
1300000,10.4,"h",380,1,2,1,650,2016,2291,"3/09/2017",2017,1
1150000,12.3,"h",175,2,4,2,1060,1940,3224,"3/09/2017",2017,77
2110000,11.4,"h",245,3,5,4,664,1980,3578,"3/09/2017",2017,37
1320000,21.5,"h",179,2,4,5,600,1950,5087,"3/09/2017",2017,67
676000,8.5,"t",108,2,3,2,122,2012,7485,"3/09/2017",2017,5
540000,14.7,"h",135,2,3,2,353,2011,15542,"3/09/2017",2017,6
861000,12,"h",135,2,3,3,488,1950,21650,"3/09/2017",2017,67
612500,12,"h",128,1,3,1,170,1950,21650,"3/09/2017",2017,67
9e+05,12,"h",119,1,4,4,646,1950,21650,"3/09/2017",2017,67
1120000,19.9,"h",106,1,3,2,669,1960,7785,"3/09/2017",2017,57
570000,20.6,"h",0,2,4,2,504,2000,5833,"3/09/2017",2017,17
645000,14,"h",138,1,3,0,539,1960,14042,"3/09/2017",2017,57
1280000,8.2,"h",302,3,3,2,571,1960,3284,"3/09/2017",2017,57
570000,31.7,"h",174,2,4,2,693,1995,14092,"3/09/2017",2017,22
540000,31.7,"h",161,2,4,2,650,1995,14092,"3/09/2017",2017,22
482000,31.7,"h",138,2,3,4,664,1975,14092,"3/09/2017",2017,42
713500,10.5,"h",131,1,3,2,520,1968,6763,"3/09/2017",2017,49
705000,15.5,"h",138,2,3,1,677,1980,5336,"3/09/2017",2017,37
1375000,7,"h",145,2,3,3,530,1950,8870,"3/09/2017",2017,67
9e+05,7,"t",0,2,3,2,120,2000,8870,"3/09/2017",2017,17
630000,14.7,"h",163,2,4,2,720,2001,16166,"3/09/2017",2017,16
510000,14.7,"h",123,1,3,1,614,1970,16166,"3/09/2017",2017,47
1000001,10.4,"h",163,2,3,1,697,2017,3464,"9/09/2017",2017,0
1170000,5.7,"h",126,1,3,1,268,1994,2211,"9/09/2017",2017,23
458000,11,"u",75,1,2,1,63,1975,5301,"9/09/2017",2017,42
870000,4.3,"h",92,2,3,3,388,1950,6567,"9/09/2017",2017,67
870000,4.3,"u",178,2,3,1,3215,1900,6567,"9/09/2017",2017,117
780000,21.5,"h",91,1,3,2,292,1955,2824,"9/09/2017",2017,62
2750000,7.9,"h",397,5,5,2,1235,2016,5682,"9/09/2017",2017,1
2e+06,9.7,"h",300,2,4,5,700,2007,7809,"9/09/2017",2017,10
9e+05,23.2,"h",193,2,4,2,656,1975,3598,"9/09/2017",2017,42
1354000,17.3,"h",124,1,3,2,612,1950,5366,"9/09/2017",2017,67
1390000,13.4,"h",194,2,3,3,698,1945,5713,"9/09/2017",2017,72
875000,5.2,"h",106,1,3,1,275,1910,7082,"9/09/2017",2017,107
1250000,5.2,"h",180,2,4,2,600,2004,7082,"9/09/2017",2017,13
1225000,5.2,"h",495,1,2,2,501,1930,7082,"9/09/2017",2017,87
980000,10.8,"h",161,2,3,1,573,1970,4480,"9/09/2017",2017,47
758000,12.1,"h",331,3,4,2,331,2010,10175,"9/09/2017",2017,7
1750000,10.4,"h",258,2,4,4,514,2000,5678,"9/09/2017",2017,17
1263000,1.6,"h",128,1,3,1,110,1880,6786,"9/09/2017",2017,137
985000,17.5,"h",98,1,3,2,674,1950,4734,"9/09/2017",2017,67
595000,20.6,"h",110,1,4,0,641,1990,15510,"9/09/2017",2017,27
589000,14.8,"h",125,2,3,2,544,1996,6388,"9/09/2017",2017,21
952000,22.2,"h",168,2,4,3,681,1970,3940,"9/09/2017",2017,47
1600000,14.3,"h",306,3,4,2,878,1970,10999,"9/09/2017",2017,47
481000,25.9,"h",150,2,3,1,359,2011,7254,"9/09/2017",2017,6
950000,18,"h",198,2,4,2,651,1990,2346,"9/09/2017",2017,27
641000,19.6,"h",148,2,3,2,535,1970,10926,"9/09/2017",2017,47
797000,24.8,"h",145,2,3,1,626,1995,10788,"9/09/2017",2017,22
820000,3.4,"h",98,1,3,0,185,1900,3593,"9/09/2017",2017,117
1225000,3.4,"h",96,1,2,1,150,1890,3593,"9/09/2017",2017,127
8e+05,5.1,"h",123,1,2,2,353,1930,7570,"9/09/2017",2017,87
1010000,38,"h",125,2,3,2,306,1970,17055,"9/09/2017",2017,47
830000,38,"h",158,1,4,4,600,1985,7566,"9/09/2017",2017,32
780000,45.9,"h",189,3,4,2,20200,1985,3376,"9/09/2017",2017,32
2200000,7.3,"h",158,2,3,2,705,1935,10412,"9/09/2017",2017,82
1790000,16.7,"h",164,2,4,2,742,1970,15321,"9/09/2017",2017,47
605000,11.2,"h",92,1,2,2,378,1955,8870,"9/09/2017",2017,62
1e+06,16.1,"h",192,2,5,2,900,1955,8524,"9/09/2017",2017,62
750000,11.2,"h",104,1,3,3,665,1970,2606,"9/09/2017",2017,47
1165000,21.3,"h",207,2,4,2,442,2016,3794,"9/09/2017",2017,1
932000,21.3,"h",200,2,5,2,543,1980,3794,"9/09/2017",2017,37
1550000,16,"h",187,2,4,2,613,1960,4794,"9/09/2017",2017,57
510000,18.4,"h",129,1,3,2,600,1975,13830,"9/09/2017",2017,42
1535000,7.8,"h",128,2,3,1,697,1930,1554,"9/09/2017",2017,87
678500,14.5,"h",104,1,3,2,539,1975,2339,"9/09/2017",2017,42
720000,15.5,"h",177,2,4,2,660,1985,3656,"9/09/2017",2017,32
1188000,11.7,"h",202,2,4,2,612,1961,5629,"9/09/2017",2017,56
1100000,6.4,"h",122,2,3,0,275,1910,1808,"9/09/2017",2017,107
865000,6.4,"h",131,1,2,2,327,1950,3873,"9/09/2017",2017,67
1510000,5.9,"h",156,1,3,0,228,1900,4675,"9/09/2017",2017,117
473000,17.4,"h",129,1,3,2,501,1992,4704,"9/09/2017",2017,25
410000,29.8,"h",104,1,4,2,578,1980,4718,"9/09/2017",2017,37
6400000,3,"h",308,2,5,1,553,1920,2019,"9/09/2017",2017,97
757000,17.9,"h",270,2,4,3,800,1985,10529,"9/09/2017",2017,32
1200000,17.2,"h",334,3,4,2,367,2015,6871,"9/09/2017",2017,2
1237000,17.2,"h",187,2,3,2,534,1970,6871,"9/09/2017",2017,47
1205000,6.2,"h",118,1,3,1,375,1910,6232,"9/09/2017",2017,107
1240000,6.2,"h",172,2,3,2,784,2007,6232,"9/09/2017",2017,10
720000,26.5,"h",97,1,3,1,862,1960,8280,"9/09/2017",2017,57
1567000,6.2,"h",181,2,4,2,409,1910,5498,"9/09/2017",2017,107
1370000,10.4,"h",251,3,4,2,634,2017,2291,"9/09/2017",2017,0
902000,21.1,"h",147,2,4,0,1457,1970,1058,"9/09/2017",2017,47
1685000,5.3,"h",112,1,4,1,442,1920,11364,"9/09/2017",2017,97
1495000,12.3,"h",179,2,4,1,581,1950,3224,"9/09/2017",2017,67
1110000,15.5,"h",120,1,3,2,704,1970,3692,"9/09/2017",2017,47
1103000,11.4,"h",134,1,3,2,401,1960,3578,"9/09/2017",2017,57
1845000,3.5,"h",240,3,3,2,114,2009,8648,"9/09/2017",2017,8
1e+06,3.5,"h",96,1,3,0,99,1890,8648,"9/09/2017",2017,127
1650000,4.6,"h",200,1,3,0,435,1966,7717,"9/09/2017",2017,51
755000,12,"h",109,1,3,1,482,1965,21650,"9/09/2017",2017,52
1525000,2.4,"h",122,2,3,0,195,1890,14949,"9/09/2017",2017,127
592000,2.4,"u",77,2,2,1,14294,2006,14949,"9/09/2017",2017,11
1040000,19.9,"h",100,1,2,1,766,1950,7785,"9/09/2017",2017,67
8e+05,21.3,"h",112,2,4,2,650,1960,4407,"9/09/2017",2017,57
1800000,8.9,"h",276,2,4,2,635,1955,3540,"9/09/2017",2017,62
580500,20.6,"h",147,2,3,2,568,2003,5833,"9/09/2017",2017,14
2700000,15.2,"h",318,2,4,1,722,1890,4497,"9/09/2017",2017,127
2290000,15.2,"h",273,3,5,2,553,1925,4497,"9/09/2017",2017,92
1725000,15.2,"h",117,1,3,2,493,1915,4497,"9/09/2017",2017,102
770000,35.4,"h",130,1,3,1,591,1963,8077,"9/09/2017",2017,54
1355000,1.9,"h",78,1,2,0,109,1900,5943,"9/09/2017",2017,117
540000,20.5,"h",152,2,3,2,362,2005,7969,"9/09/2017",2017,12
770000,10.5,"h",130,1,3,2,608,1960,4217,"9/09/2017",2017,57
3625000,10.2,"h",327,3,5,2,1011,1910,5457,"9/09/2017",2017,107
1585000,12.4,"h",147,4,4,2,386,1965,5420,"9/09/2017",2017,52
925000,14.7,"h",176,3,4,4,534,1975,5424,"9/09/2017",2017,42
1232000,21.5,"h",244,2,4,2,620,2004,709,"9/09/2017",2017,13
621000,14.7,"h",177,2,4,2,556,2001,16166,"9/09/2017",2017,16
730000,25.5,"h",248,2,4,2,400,2012,2940,"9/09/2017",2017,5
8e+05,6.3,"h",142,2,4,2,277,1950,6543,"9/09/2017",2017,67
1100000,6.3,"h",137,1,3,0,221,1948,6543,"9/09/2017",2017,69
1650000,7.5,"h",186,2,4,1,484,1950,1543,"16/09/2017",2017,67
1715000,6.3,"t",141,3,3,1,1889,1920,4836,"16/09/2017",2017,97
1555000,10.2,"h",101,1,3,4,649,1950,3052,"16/09/2017",2017,67
2730000,7.9,"h",203,2,3,2,679,1940,5682,"16/09/2017",2017,77
3778000,17.3,"h",465,4,5,4,1254,1980,5366,"16/09/2017",2017,37
2210000,11.4,"h",233,3,4,2,557,1940,6795,"16/09/2017",2017,77
1070000,13.8,"h",105,1,3,3,585,1960,10969,"16/09/2017",2017,57
1900000,13.4,"h",270,3,5,2,1003,1960,5713,"16/09/2017",2017,57
1850000,13.4,"h",287,2,4,2,628,2012,5713,"16/09/2017",2017,5
1100000,13.4,"h",168,3,4,2,592,2017,4387,"16/09/2017",2017,0
1830000,27,"t",222,3,4,2,353,2004,2887,"16/09/2017",2017,13
7e+05,25,"h",112,1,3,1,439,1970,9704,"16/09/2017",2017,47
840000,8.6,"h",93,1,3,2,620,1960,3589,"16/09/2017",2017,57
1342000,10.5,"h",110,1,3,3,287,1910,10579,"16/09/2017",2017,107
1960000,10.5,"t",36,2,3,2,709,1960,10579,"16/09/2017",2017,57
911000,5.2,"h",77,1,2,1,132,1905,11918,"16/09/2017",2017,112
1820000,5.2,"h",288,2,4,2,317,2017,11918,"16/09/2017",2017,0
950000,4,"h",89,2,2,1,224,1900,5533,"16/09/2017",2017,117
1225000,10.8,"h",130,1,4,2,753,1960,4480,"16/09/2017",2017,57
1505000,12.1,"h",179,3,5,2,659,2015,10175,"16/09/2017",2017,2
730000,12.1,"h",144,2,4,2,538,1970,10175,"16/09/2017",2017,47
2835000,7.7,"h",283,3,6,2,794,1970,8920,"16/09/2017",2017,47
2450000,7.7,"h",239,3,5,2,570,1926,8920,"16/09/2017",2017,91
850000,10.1,"t",101,2,2,1,117,2007,7822,"16/09/2017",2017,10
1508000,10.1,"h",147,2,3,2,338,2011,7822,"16/09/2017",2017,6
875000,27,"h",127,1,3,3,534,1970,3906,"16/09/2017",2017,47
1201000,17.9,"h",156,2,3,3,638,1960,9758,"16/09/2017",2017,57
810000,16.7,"u",100,1,3,2,340,1955,5837,"16/09/2017",2017,62
975000,6.7,"h",209,2,4,2,301,2005,11204,"16/09/2017",2017,12
880000,6.7,"t",104,1,3,1,771,2004,11204,"16/09/2017",2017,13
841000,6.7,"h",150,1,3,3,533,1960,3445,"16/09/2017",2017,57
931000,2,"t",90,1,2,1,109,2001,4553,"16/09/2017",2017,16
492000,20.6,"h",184,2,3,2,255,2009,15510,"16/09/2017",2017,8
858000,23,"h",139,1,3,2,857,1960,11925,"16/09/2017",2017,57
682000,24.7,"h",105,1,3,5,556,1987,8322,"16/09/2017",2017,30
1281000,22.2,"h",234,2,4,2,566,2000,3940,"16/09/2017",2017,17
751000,12.4,"t",139,2,3,1,170,2010,9028,"16/09/2017",2017,7
1330000,14.3,"h",439,3,5,3,751,1980,10999,"16/09/2017",2017,37
469000,28.8,"h",101,1,3,2,585,1959,3533,"16/09/2017",2017,58
915000,18,"h",146,2,3,2,795,1960,6990,"16/09/2017",2017,57
1150000,7.5,"h",183,1,3,2,658,1950,9264,"16/09/2017",2017,67
1255000,5.7,"h",148,1,4,1,368,1915,2970,"16/09/2017",2017,102
1300000,5.7,"h",113,2,3,4,579,1960,2970,"16/09/2017",2017,57
760000,38,"h",180,2,4,2,536,1965,7566,"16/09/2017",2017,52
1275000,16.7,"h",164,2,3,2,714,1973,15321,"16/09/2017",2017,44
1480000,16.7,"h",237,2,5,2,718,1980,15321,"16/09/2017",2017,37
922000,16.1,"h",200,2,3,2,587,1979,8524,"16/09/2017",2017,38
865000,16.1,"h",211,2,4,2,734,1980,8524,"16/09/2017",2017,37
650000,20.4,"h",239,2,5,2,512,2014,4864,"16/09/2017",2017,3
1820000,13.8,"h",423,2,4,2,412,1940,5454,"16/09/2017",2017,77
1450000,13.8,"h",147,1,3,1,464,1948,5454,"16/09/2017",2017,69
2325000,5.3,"h",227,3,4,2,649,1920,11308,"16/09/2017",2017,97
1450000,5.3,"h",104,1,3,0,216,1890,11308,"16/09/2017",2017,127
628000,18,"h",120,2,4,1,480,2003,5556,"16/09/2017",2017,14
